id,team,team_name,position,now_cost,bonus_scaled,expected_goal_involvements_scaled,fixture_score,form_scaled,ict_index_scaled,individual_captain_ceiling,minutes_security,minutes_security_scaled,next_fixture_score,points_per_game_scaled,team_attack_score,team_defence_score,xgi_per_90_scaled,snapshot_gameweek,snapshot_saved_utc
66,3,Bournemouth,defender,40,0,0,0.6153846153846154,0.10526315789473684,0,0.063157895,0,0,0.5,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
67,3,Bournemouth,midfielder,65,0,0.041666667,0.6153846153846154,0.21052631578947367,0.21739130434782608,0.1894086377394574,0.6518518518518519,0.6518518518518519,0.5,0.21052631578947367,0,0,0.035044500953591864,2,2026-08-28T20:09:31.803525+00:00
68,3,Bournemouth,midfielder,60,1,0.2857142857142857,0.6153846153846154,0.631578947,0.4658385093167701,0.5176058114273218,0.6666666666666666,0.6666666666666666,0.5,0.631578947,0,0,0.23496503496503499,2,2026-08-28T20:09:31.803525+00:00
69,3,Bournemouth,midfielder,60,0,0.005952381,0.6153846153846154,0.21052631578947367,0.099378882,0.17081078722955156,0.6666666666666666,0.6666666666666666,0.5,0.21052631578947367,0,0,0.004895105,2,2026-08-28T20:09:31.803525+00:00
70,3,Bournemouth,midfielder,60,0,0.06547619,0.6153846153846154,0.2631578947368421,0.2608695652173913,0.2277612421433932,0.5481481481481482,0.5481481481481482,0.5,0.2631578947368421,0,0,0.065488565,2,2026-08-28T20:09:31.803525+00:00
71,3,Bournemouth,midfielder,50,0,0,0.6153846153846154,0.2631578947368421,0.043478261,0.1900203407068396,0.5555555555555556,0.5555555555555556,0.5,0.2631578947368421,0,0,0,2,2026-08-28T20:09:31.803525+00:00
72,3,Bournemouth,midfielder,50,0,0,0.6153846153846154,0.15789473684210525,0.012422360248447204,0.096349449,0.007407407,0.007407407,0.5,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
73,3,Bournemouth,midfielder,50,0,0,0.6153846153846154,0.15789473684210525,0.024844720496894408,0.10277686971050815,0.1111111111111111,0.1111111111111111,0.5,0.15789473684210525,0,0,0,2,2026-08-28T20:09:31.803525+00:00
74,3,Bournemouth,midfielder,50,0,0,0.6153846153846154,0.10526315789473684,0,0.063157895,0,0,0.5,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
75,3,Bournemouth,midfielder,50,0,0,0.6153846153846154,0.10526315789473684,0,0.063157895,0,0,0.5,0.10526315789473684,0,0,0,2,2026-08-28T20:09:31.803525+00:00
